Código OACI;CIAD;Nome;Município;UF;Tipo;LATGEOPOINT;LONGEOPOINT;Latitude;Longitude;Altitude;Operação Diurna;Operação Noturna;Rampa de Aproximação;Formato da Área de Pouso;Dimensões;Resistência do Pavimento;Superfície;Validade do Registro;Portaria de Registro;Link Portaria;Luzes de Aproximação;Luzes de Área de Toque e Elevação Inicial (TLOF);Indicador Visual de Rampa de Aproximação;Luzes Indicadoras de Área de Aproximação Final de Decolagem (FATO);Luzes de Obstáculo;Luzes de Ponto de Visada de Heliponto;TIPO_USO;id;categoria;parent_id;name;Label
SIUJ;SP0559;The One Office Tower;SÃO JOSÉ DOS CAMPOS;São Paulo;Elevado;-23.220278;-45.910833;"23°13'13.0""S";"045°54'39.0""W";689,0;VFR;VFR;8;Quadrado;21 m;4,50;Concreto;15/08/2023;PA2013-2064;https://pergamum.anac.gov.br/arquivos/PA2013-2064.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIUX;SP0560;Quimigel;MONTE MOR;São Paulo;No solo;-22.964722;-47.319167;"22°57'53.0""S";"047°19'09.0""W";551,0;VFR;VFR;28;Quadrado;20 m;3,50;Concreto;15/08/2023;PA2013-2065;https://pergamum.anac.gov.br/arquivos/PA2013-2065.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIVC;SP0561;Vicente Spisso;VARGEM GRANDE PAULISTA;São Paulo;No solo;-23.611111;-47.000556;"23°36'40.0""S";"047°00'02.0""W";921,0;VFR;;7;Quadrado;20 m;3,00;Grama;18/07/2023;PA2013-1855;https://pergamum.anac.gov.br/arquivos/PA2013-1855.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIVH;SP0562;Sítio Santa Chiara;ORLÂNDIA;São Paulo;No solo;-20.705;-47.881111;"20°42'18.0""S";"047°52'52.0""W";701,0;VFR;;28;Quadrado;21 m;5,00;Concreto;06/05/2025;PA2015-1052;https://pergamum.anac.gov.br/arquivos/PA2015-1052.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIVI;SP0563;Monte Sinai;CAMPINAS;São Paulo;Elevado;-22.912778;-47.064167;"22°54'46.0""S";"047°03'51.0""W";733,0;VFR;VFR;10 31;Quadrado;24 m;5,00;Metálico;14/12/2031;PA2021-6617;https://pergamum.anac.gov.br/arquivos/PA2021-6617.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIVM;SP0564;GOLD STAR;NIPOÃ;São Paulo;No solo;-20.900278;-49.786944;"20°54'01.6""S";"049°47'13.0""W";463,0;VFR;VFR;36;Quadrado;19,5 m;4,00;Concreto;18/11/2025;PA2015-3055;https://pergamum.anac.gov.br/arquivos/PA2015-3055.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIVX;SP0566;Cia. Brasileira de Alumínio;ALUMÍNIO;São Paulo;No solo;-23.516667;-47.266667;"23°31'00.0""S";"047°16'00.0""W";870,0;VFR;VFR;2 20;Quadrado;27,9 m;6,00;Concreto;09/09/2023;PA2013-2318;https://pergamum.anac.gov.br/arquivos/PA2013-2318.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIWG;SP0567;Ycatu;AMPARO;São Paulo;No solo;-22.641944;-46.813056;"22°38'31.0""S";"046°48'47.0""W";695,0;VFR;VFR;33;Quadrado;21 m;6,00;Concreto;01/08/2027;PA2017-2372;https://pergamum.anac.gov.br/arquivos/PA2017-2372.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIWJ;SP0568;Parque Ana Costa;SANTOS;São Paulo;Elevado;-23.963611;-46.331389;"23°57'49.0""S";"046°19'53.0""W";97,0;VFR;VFR;12 33;Quadrado;21 m;4,50;Concreto;23/07/2023;PA2013-1894;https://pergamum.anac.gov.br/arquivos/PA2013-1894.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIWM;SP0569;MAGNUM RESIDÊNCIA;ARAÇOIABA DA SERRA;São Paulo;No solo;-23.510278;-47.579167;"23°30'37.1""S";"047°34'45.2""W";600,0;VFR;;19;Quadrado;18 m;3,00;Grama;23/11/2025;PA2015-3115;https://pergamum.anac.gov.br/arquivos/PA2015-3115.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIWW;SP0570;Fazenda Barreiros;ILHABELA;São Paulo;No solo;-23.765556;-45.347778;"23°45'56.0""S";"045°20'52.0""W";45,0;VFR;VFR;13;Quadrado;18 m;4,00;Concreto;29/05/2025;PA2015-1293;https://pergamum.anac.gov.br/arquivos/PA2015-1293.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIXP;SP0572;Pretel 88;ITAÍ;São Paulo;No solo;-23.690556;-49.103333;"23°41'26.0""S";"049°06'12.0""W";716,0;VFR;VFR;9 27;Quadrado;18 m;3,00;Concreto;20/07/2028;PA2018-2184;https://pergamum.anac.gov.br/arquivos/PA2018-2184.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIXR;SP0573;Fazenda Santa Maria;VOTORANTIM;São Paulo;No solo;-23.550556;-47.366944;"23°33'02.5""S";"047°22'01.1""W";792,0;VFR;;9 27;Quadrado;18,6 m;6,00;Concreto;01/08/2023;PA2013-1960;https://pergamum.anac.gov.br/arquivos/PA2013-1960.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIXS;SP0574;EZ Towers A;SÃO PAULO;São Paulo;Elevado;-23.626944;-46.7025;"23°37'37.0""S";"046°42'09.0""W";867,0;VFR;VFR;25;Quadrado;24 m;15,00;Concreto;01/08/2027;PA2017-2390;https://pergamum.anac.gov.br/arquivos/PA2017-2390.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIYB;SP0576;Comercial Aquidabã;CAMPINAS;São Paulo;Elevado;-22.911111;-47.055;"22°54'40.0""S";"047°03'18.0""W";768,0;VFR;VFR;22;Quadrado;21 m;4,25;Concreto;18/05/2025;PA2015-1178;https://pergamum.anac.gov.br/arquivos/PA2015-1178.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIYL;SP0577;Santuário Nacional de Nossa Senhora da Conceição Aparecida;APARECIDA;São Paulo;No solo;-22.853889;-45.237778;"22°51'14.0""S";"045°14'16.0""W";565,0;VFR;VFR;14;Quadrado;28,05 m;9,00;Asfalto;02/07/2025;PA2015-1644;https://pergamum.anac.gov.br/arquivos/PA2015-1644.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIYT;SP0578;Office Tower Itaim;SÃO PAULO;São Paulo;Elevado;-23.581111;-46.679444;"23°34'52.0""S";"046°40'46.0""W";805,0;VFR;VFR;21;Quadrado;19,5 m;4,50;Concreto;02/03/2025;PA2015-0505;https://pergamum.anac.gov.br/arquivos/PA2015-0505.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIYU;SP0579;Edifício Ronaldo Sampaio Ferreira;SÃO PAULO;São Paulo;Elevado;-23.601667;-46.691944;"23°36'06.0""S";"046°41'31.0""W";790,0;VFR;VFR;31;Quadrado;21 m;5,00;Concreto;19/11/2030;PA2020-3186;https://pergamum.anac.gov.br/arquivos/PA2020-3186.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIYZ;SP0580;Condomínio Edifício Berrini 1681;SÃO PAULO;São Paulo;No solo;-23.611389;-46.694444;"23°36'41.0""S";"046°41'40.0""W";785,0;VFR;VFR;5;Quadrado;18 m;4,50;Concreto;22/08/2023;PA2013-2136;https://pergamum.anac.gov.br/arquivos/PA2013-2136.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIZE;SP0581;Coppersteel Bimetálicos;CAMPINAS;São Paulo;No solo;-22.996667;-47.123611;"22°59'48.0""S";"047°07'25.0""W";677,0;VFR;;23;Quadrado;20 m;3,00;Concreto;01/10/2030;PA2020-2279;https://pergamum.anac.gov.br/arquivos/PA2020-2279.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIZJ;SP0582;Fazenda Santa Zélia;BEBEDOURO;São Paulo;No solo;-20.979444;-48.447222;"20°58'46.0""S";"048°26'50.0""W";570,0;VFR;VFR;4;Quadrado;21 m;4,00;Concreto;31/07/2025;PA2015-2033;https://pergamum.anac.gov.br/arquivos/PA2015-2033.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIZT;SP0583;Taxaquara Golf Club;SÃO ROQUE;São Paulo;No solo;-23.523611;-47.088056;"23°31'25.0""S";"047°05'17.0""W";938,0;VFR;VFR;26;Quadrado;18 m;3,00;Concreto;26/01/2025;PA2015-0183;https://pergamum.anac.gov.br/arquivos/PA2015-0183.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIZY;SP0584;IMOCOP;PIRACICABA;São Paulo;No solo;-22.695833;-47.561944;"22°41'45.0""S";"047°33'43.0""W";541,0;VFR;VFR;16;Quadrado;30 m;10,00;Concreto;23/04/2025;PA2015-0968;https://pergamum.anac.gov.br/arquivos/PA2015-0968.pdf;;;;;;;Privado;62;3;4;Helipontos;
SIZZ;SP0585;Zezé;JUNDIAÍ;São Paulo;No solo;-23.128056;-47.003056;"23°07'41.7""S";"047°00'11.8""W";736,0;VFR;VFR;17;Quadrado;19 m;5,00;Grama;23/03/2027;PA2018-3923;https://pergamum.anac.gov.br/arquivos/PA2018-3923.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJAD;SP0586;Tecno Bag;LORENA;São Paulo;No solo;-22.756667;-45.108611;"22°45'24.0""S";"045°06'31.0""W";538,0;VFR;VFR;7 28;Quadrado;20 m;4,00;Concreto;28/04/2031;PA2021-4853;https://pergamum.anac.gov.br/arquivos/PA2021-4853.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJAG;SP0587;Fazenda Santa Cruz;ARARAS;São Paulo;No solo;-22.273056;-47.308056;"22°16'23.5""S";"047°18'29.3""W";599,0;VFR;VFR;24;Quadrado;24 m;10,00;Concreto;04/10/2022;PA2012-2006;https://pergamum.anac.gov.br/arquivos/PA2012-2006.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJAM;SP0588;Estância Lajota;MAIRIPORÃ;São Paulo;No solo;-23.248333;-46.571111;"23°14'54.0""S";"046°34'16.0""W";970,0;VFR;VFR;26;Quadrado;21,25 m;4,25;Cascalho;06/10/2031;PA2021-5997;https://pergamum.anac.gov.br/arquivos/PA2021-5997.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJAN;SP0589;Panamérica Park;SÃO PAULO;São Paulo;Elevado;-23.653611;-46.725278;"23°39'13.0""S";"046°43'31.0""W";741,0;VFR;VFR;25;Quadrado;21 m;6,00;Concreto;29/03/2031;PA2021-4592;https://pergamum.anac.gov.br/arquivos/PA2021-4592.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJAO;SP0590;Natura;CAJAMAR;São Paulo;No solo;-23.404167;-46.831667;"23°24'15.0""S";"046°49'54.0""W";736,0;VFR;VFR;12 25;Quadrado;24 m;6,00;Concreto;23/07/2025;PA2015-1945;https://pergamum.anac.gov.br/arquivos/PA2015-1945.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJAP;SP0591;Marjan;VALINHOS;São Paulo;No solo;-22.914167;-46.984722;"22°54'51.1""S";"046°59'05.6""W";698,0;VFR;VFR;27;Quadrado;20 m;4,00;Grama;19/11/2030;PA2020-3199;https://pergamum.anac.gov.br/arquivos/PA2020-3199.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJAT;SP0592;Monte Moriá;CAMPINAS;São Paulo;No solo;-22.886944;-46.871389;"22°53'13.0""S";"046°52'17.0""W";840,0;VFR;VFR;15;Quadrado;24 m;6,00;Concreto;22/12/2031;PA2021-6572;https://pergamum.anac.gov.br/arquivos/PA2021-6572.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJBE;SP0593;Ortosíntese;SÃO PAULO;São Paulo;Elevado;-23.438889;-46.724444;"23°26'20.0""S";"046°43'28.0""W";836,0;VFR;Sem Operação;6 28;Quadrado;18 m;3,00;Concreto;24/09/2023;PA2013-2648;https://pergamum.anac.gov.br/arquivos/PA2013-2648.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJBG;SP0594;Birmann 31;SÃO PAULO;São Paulo;Elevado;-23.59;-46.681944;"23°35'24.0""S";"046°40'55.0""W";798,0;VFR;VFR;11;Quadrado;21 m;4,00;Concreto;15/03/2023;PA2013-0679;https://pergamum.anac.gov.br/arquivos/PA2013-0679.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJBI;SP0595;Edra;IPEÚNA;São Paulo;No solo;-22.440278;-47.698333;"22°26'25.0""S";"047°41'54.0""W";610,0;VFR;VFR;22;Quadrado;21 m;4,50;Concreto;16/06/2024;PA2014-1401;https://pergamum.anac.gov.br/arquivos/PA2014-1401.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJBJ;SP0596;Guancan;COTIA;São Paulo;Elevado;-23.613056;-46.851389;"23°36'47.0""S";"046°51'05.0""W";820,0;VFR;VFR;20;Quadrado;21 m;4,00;Concreto;23/05/2022;PA2012-1013;https://pergamum.anac.gov.br/arquivos/PA2012-1013.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJBL;SP0597;Fazenda São José;RIO CLARO;São Paulo;No solo;-22.330556;-47.489167;"22°19'50.0""S";"047°29'21.0""W";644,0;VFR;VFR;32;Quadrado;21 m;6,00;Grama;23/05/2024;PA2014-1206;https://pergamum.anac.gov.br/arquivos/PA2014-1206.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJBM;SP0598;Quinta São José;PORTO FELIZ;São Paulo;No solo;-23.361389;-47.568611;"23°21'41.0""S";"047°34'07.0""W";572,0;VFR;;17 26;Quadrado;24 m;8,00;Concreto;22/06/2032;PA2022-8317;https://pergamum.anac.gov.br/arquivos/PA2022-8317.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJBO;SP0599;EZ Towers B;SÃO PAULO;São Paulo;Elevado;-23.627222;-46.701667;"23°37'38.0""S";"046°42'06.0""W";867,0;VFR;VFR;8;Quadrado;24 m;15,00;Concreto;01/08/2027;PA2017-2397;https://pergamum.anac.gov.br/arquivos/PA2017-2397.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJBP;SP0600;Atrium VI.com;SÃO PAULO;São Paulo;Elevado;-23.595278;-46.6875;"23°35'43.9""S";"046°41'15.2""W";812,0;VFR;VFR;12;Quadrado;21 m;4,00;Concreto;06/06/2022;PA2013-0803;https://pergamum.anac.gov.br/arquivos/PA2013-0803.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJBS;SP0601;São José dos Campos;SÃO JOSÉ DOS CAMPOS;São Paulo;Elevado;-23.211389;-45.900278;"23°12'41.0""S";"045°54'01.0""W";585,0;VFR;Sem Operação;13;Quadrado;18 m;4,00;Concreto;11/08/2027;PA2017-2509;https://pergamum.anac.gov.br/arquivos/PA2017-2509.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJCD;SP0603;Condomínio Vitassay;BOITUVA;São Paulo;No solo;-23.3075;-47.663611;"23°18'27.0""S";"047°39'49.0""W";627,0;VFR;;10;Quadrado;21 m;4,50;Grama;19/11/2022;PA2012-2509;https://pergamum.anac.gov.br/arquivos/PA2012-2509.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJCI;SP0604;Capitão PM Paulo José de Menezes Filho;SÃO JOSÉ DOS CAMPOS;São Paulo;No solo;-23.194444;-45.874167;"23°11'40.0""S";"045°52'27.0""W";598,0;VFR;VFR;4;Quadrado;19,5 m;6,00;Concreto;19/12/2022;PA2012-2772;https://pergamum.anac.gov.br/arquivos/PA2012-2772.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJCK;SP0605;Colombo I;SANTA ADÉLIA;São Paulo;No solo;-21.247778;-48.810278;"21°14'52.0""S";"048°48'37.0""W";604,0;VFR;VFR;28;Quadrado;13,5 m;5,00;Concreto;15/08/2023;PA2013-2063;https://pergamum.anac.gov.br/arquivos/PA2013-2063.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJCL;SP0606;Comando Piloto;SÃO JOSÉ DO RIO PARDO;São Paulo;No solo;-21.616389;-46.875278;"21°36'59.0""S";"046°52'31.0""W";839,0;VFR;;14 32;Quadrado;21 m;4,00;Grama;22/12/2027;PA2017-4067;https://pergamum.anac.gov.br/arquivos/PA2017-4067.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJCO;SP0607;Castello 54;ARAÇARIGUAMA;São Paulo;No solo;-23.430833;-47.111667;"23°25'51.0""S";"047°06'42.0""W";749,0;VFR;VFR;32;Quadrado;21 m;4,00;Concreto;02/03/2025;PA2015-0504;https://pergamum.anac.gov.br/arquivos/PA2015-0504.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJDD;SP0608;Jardim das Perdizes;SÃO PAULO;São Paulo;Elevado;-23.52;-46.68;"23°31'12.0""S";"046°40'48.0""W";824,0;VFR;VFR;29;Quadrado;21 m;4,50;Concreto;05/09/2028;PA2018-2636;https://pergamum.anac.gov.br/arquivos/PA2018-2636.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJDK;SP0609;Oeste Plaza Shopping-MC;ANDRADINA;São Paulo;No solo;-20.884722;-51.369444;"20°53'05.0""S";"051°22'10.0""W";408,0;VFR;;27;Quadrado;20 m;4,50;Concreto;05/06/2025;PA2015-1338;https://pergamum.anac.gov.br/arquivos/PA2015-1338.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJDO;SP0610;Maroum;ILHABELA;São Paulo;No solo;-23.821944;-45.371389;"23°49'19.0""S";"045°22'17.0""W";3,0;VFR;VFR;9;Quadrado;24 m;8,00;Concreto;11/06/2025;PA2015-1406;https://pergamum.anac.gov.br/arquivos/PA2015-1406.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJDQ;SP0611;Trade Tower;CAMPINAS;São Paulo;Elevado;-22.8975;-47.046944;"22°53'51.0""S";"047°02'49.0""W";699,0;VFR;VFR;27;Quadrado;19,8 m;4,90;Concreto;23/03/2031;PA2021-4465;https://pergamum.anac.gov.br/arquivos/PA2021-4465.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJEB;SP0612;Millennium Office Park;SÃO PAULO;São Paulo;Elevado;-23.593056;-46.689722;"23°35'35.0""S";"046°41'23.0""W";757,0;VFR;VFR;14;Quadrado;21 m;4,25;Concreto;01/06/2031;PA2021-5087;https://pergamum.anac.gov.br/arquivos/PA2021-5087.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJEI;SP0613;New England;SÃO PAULO;São Paulo;Elevado;-23.552222;-46.661667;"23°33'08.9""S";"046°39'42.0""W";890,0;VFR;VFR;17;Quadrado;21 m;12,00;Concreto;02/05/2023;PA2013-1098;https://pergamum.anac.gov.br/arquivos/PA2013-1098.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJEP;SP0614;Parque do Peão;BARRETOS;São Paulo;No solo;-20.508889;-48.599722;"20°30'32.0""S";"048°35'59.7""W";560,0;VFR;VFR;14 33;Quadrado;21 m;4,00;Asfalto;30/03/2026;PA2016-0739;https://pergamum.anac.gov.br/arquivos/PA2016-0739.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJES;SP0615;Main Estate;GUARULHOS;São Paulo;Elevado;-23.458056;-46.471667;"23°27'29.0""S";"046°28'18.0""W";783,0;VFR;VFR;4;Quadrado;21 m;5,00;Concreto;26/01/2025;PA2015-0171;https://pergamum.anac.gov.br/arquivos/PA2015-0171.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJEY;SP0616;Eurofarma Laboratórios S.A;ITAPEVI;São Paulo;Elevado;-23.518889;-46.960833;"23°31'08.0""S";"046°57'39.0""W";844,0;VFR;VFR;1 22;Quadrado;24 m;3,00;Concreto;22/08/2023;PA2015-1613;https://pergamum.anac.gov.br/arquivos/PA2015-1613.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJFC;SP0617;Federação do Comércio do Estado de São Paulo;SÃO PAULO;São Paulo;Elevado;-23.558333;-46.652778;"23°33'30.0""S";"046°39'10.0""W";862,0;VFR;VFR;26;Quadrado;24 m;5,31;Concreto;25/08/2030;PA2020-1985;https://pergamum.anac.gov.br/arquivos/PA2020-1985.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJFH;SP0618;I.I.J.O.- Rosário;GUAÍRA;São Paulo;No solo;-20.4125;-48.217222;"20°24'45.0""S";"048°13'02.0""W";551,0;VFR;VFR;16;Quadrado;21 m;4,50;Grama;26/10/2030;PA2020-2625;https://pergamum.anac.gov.br/arquivos/PA2020-2625.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJGM;SP0619;Quadra Hungria;SÃO PAULO;São Paulo;Elevado;-23.575;-46.696111;"23°34'30.0""S";"046°41'46.0""W";759,0;VFR;VFR;9 21;Quadrado;19,8 m;4,00;Concreto;26/10/2030;PA2020-2693;https://pergamum.anac.gov.br/arquivos/PA2020-2693.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJGP;SP0620;Guarapá;SANTOS;São Paulo;No solo;-23.898611;-46.303889;"23°53'55.0""S";"046°18'14.0""W";6,0;VFR;VFR;18;Quadrado;25 m;7,00;Concreto;17/01/2028;PA2018-0051;https://pergamum.anac.gov.br/arquivos/PA2018-0051.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJGQ;SP0621;Ledware;CRUZEIRO;São Paulo;No solo;-22.573889;-44.968889;"22°34'26.0""S";"044°58'08.0""W";553,0;VFR;VFR;22;Quadrado;19,5 m;4,00;Concreto;05/04/2022;PA2012-0637;https://pergamum.anac.gov.br/arquivos/PA2012-0637.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJHI;SP0622;Flow Water;CAMPOS DO JORDÃO;São Paulo;No solo;-22.75;-45.532778;"22°45'00.0""S";"045°31'58.0""W";1848,0;VFR;VFR;12;Quadrado;21 m;6,00;Concreto;07/05/2031;PA2021-4886;https://pergamum.anac.gov.br/arquivos/PA2021-4886.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJHT;SP0623;JT Fazenda Santana;VALINHOS;São Paulo;No solo;-23.039167;-47.047778;"23°02'21.0""S";"047°02'52.0""W";640,0;VFR;VFR;6;Quadrado;19,67 m;4,00;Concreto;11/09/2028;PA2018-2750;https://pergamum.anac.gov.br/arquivos/PA2018-2750.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJIG;SP0624;Edifício Times Square Business;RIBEIRÃO PRETO;São Paulo;Elevado;-21.206389;-47.810556;"21°12'23.0""S";"047°48'38.0""W";682,0;VFR;VFR;12;Quadrado;18 m;4,00;Concreto;07/05/2031;PA2021-4941;https://pergamum.anac.gov.br/arquivos/PA2021-4941.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJIH;SP0625;Grande Hotel São Pedro;ÁGUAS DE SÃO PEDRO;São Paulo;No solo;-22.598889;-47.881111;"22°35'56.0""S";"047°52'52.0""W";491,0;VFR;VFR;29;Quadrado;21 m;5,00;Concreto;22/05/2025;PA2015-1223;https://pergamum.anac.gov.br/arquivos/PA2015-1223.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJII;SP0626;Silva Jardim;SÃO BERNARDO DO CAMPO;São Paulo;Elevado;-23.713056;-46.546667;"23°42'47.8""S";"046°32'48.7""W";847,0;VFR;VFR;6;Quadrado;18 m;4,50;Concreto;15/10/2028;PA2018-3095;https://pergamum.anac.gov.br/arquivos/PA2018-3095.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJIQ;SP0627;Haras Larissa;SUMARÉ;São Paulo;No solo;-22.891389;-47.309167;"22°53'29.0""S";"047°18'33.0""W";643,0;IFR / VFR;VFR;12;Quadrado;24 m;6,00;Concreto;02/12/2025;PA2021-3192;https://pergamum.anac.gov.br/arquivos/PA2021-3192.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJIW;SP0628;Helicenter Alphaville;SANTANA DE PARNAÍBA;São Paulo;No solo;-23.475;-46.828333;"23°28'30.0""S";"046°49'42.0""W";830,0;VFR;VFR;34;Quadrado;25 m;7,00;Concreto;13/09/2022;PA2015-2398;https://pergamum.anac.gov.br/arquivos/PA2015-2398.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJJP;SP0629;Posto O Fazendeiro;MIRACATU;São Paulo;No solo;-24.256667;-47.378889;"24°15'24.0""S";"047°22'44.0""W";61,0;VFR;Sem Operação;13;Quadrado;24 m;6,00;Concreto;27/09/2026;PA2016-2528;https://pergamum.anac.gov.br/arquivos/PA2016-2528.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJJY;SP0630;Indaiaúba;ILHABELA;São Paulo;No solo;-23.908889;-45.309167;"23°54'32.0""S";"045°18'33.0""W";99,0;VFR;VFR;33;Quadrado;25 m;9,00;Concreto;16/05/2032;PA2022-7946;https://pergamum.anac.gov.br/arquivos/PA2022-7946.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJKF;SP0631;Lago Azul;ARAÇOIABA DA SERRA;São Paulo;No solo;-23.508889;-47.5825;"23°30'32.0""S";"047°34'57.0""W";612,0;VFR;Sem Operação;20;Quadrado;18 m;3,00;Grama;26/10/2030;PA2020-2828;https://pergamum.anac.gov.br/arquivos/PA2020-2828.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJKY;SP0632;Comeri Santos;SANTOS;São Paulo;Elevado;-23.9525;-46.325278;"23°57'09.0""S";"046°19'31.0""W";20,0;VFR;VFR;18;Quadrado;20 m;4,00;Metálico;06/04/2031;PA2021-4632;https://pergamum.anac.gov.br/arquivos/PA2021-4632.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJMC;SP0633;Monte Carlo Trade Center;BARUERI;São Paulo;Elevado;-23.493056;-46.851944;"23°29'35.0""S";"046°51'07.0""W";841,0;VFR;VFR;17 26;Quadrado;18 m;3,00;Concreto;08/06/2025;PA2015-1366;https://pergamum.anac.gov.br/arquivos/PA2015-1366.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJMG;SP0634;Mega Mix;SÃO PAULO;São Paulo;Elevado;-23.535833;-46.618611;"23°32'09.0""S";"046°37'07.0""W";764,0;VFR;VFR;11;Quadrado;19,6 m;3,00;Concreto;26/01/2025;PA2015-0181;https://pergamum.anac.gov.br/arquivos/PA2015-0181.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJNN;SP0635;Iporanga-Guarujá;GUARUJÁ;São Paulo;No solo;-23.888056;-46.171667;"23°53'17.0""S";"046°10'18.0""W";9,0;IFR / VFR;;23;Quadrado;;6,00;Concreto;30/06/2025;PA2015-1618;https://pergamum.anac.gov.br/arquivos/PA2015-1618.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJNS;SP0636;Grupo Souza Lima  ;SÃO PAULO;São Paulo;Elevado;-23.534722;-46.544444;"23°32'05.0""S";"046°32'40.0""W";752,0;VFR;VFR;17;Quadrado;21 m;4,00;Concreto;01/03/2027;PA2017-0618;https://pergamum.anac.gov.br/arquivos/PA2017-0618.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJNT;SP0637;GF Taxi Aéreo;GUARUJÁ;São Paulo;No solo;-24.002778;-46.289167;"24°00'10.0""S";"046°17'21.0""W";6,0;VFR;VFR;15;Quadrado;21 m;5,00;Concreto;26/06/2027;PA2017-3321;https://pergamum.anac.gov.br/arquivos/PA2017-3321.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJOE;SP0638;Haras Cachoeira;ITU;São Paulo;No solo;-23.246667;-47.424722;"23°14'48.0""S";"047°25'29.0""W";532,0;VFR;VFR;4;Quadrado;20,25 m;3,50;Grama;25/05/2032;PA2022-8031;https://pergamum.anac.gov.br/arquivos/PA2022-8031.pdf;;;;;;;Privado;62;3;4;Helipontos;
SJOI;SP0639;Office Premium Indaiatuba;INDAIATUBA;São Paulo;Elevado;-23.095;-47.222778;"23°05'42.0""S";"047°13'22.0""W";632,0;VFR;VFR;6;Quadrado;20,6 m;4,00;Concreto;23/03/2025;PA2015-0701;https://pergamum.anac.gov.br/arquivos/PA2015-0701.pdf;;;;;;;Privado;62;3;4;Helipontos;
